date_utc,ticker,expirationDate,strike,right,close_btc,iv,volume,underlyingPrice,contract
2019-10-06,BTC,18OCT19,6500,P,0.0065,91.7,7,8061.48,BTC-18OCT19-6500-P
2019-10-07,BTC,18OCT19,6500,P,0.0045,92.06,1,8176.45,BTC-18OCT19-6500-P
2019-10-08,BTC,18OCT19,6500,P,0.003,88.25,3,8189.86,BTC-18OCT19-6500-P
2019-10-09,BTC,18OCT19,6500,P,0.002,86.4,2,8208.32,BTC-18OCT19-6500-P
2019-10-10,BTC,18OCT19,6500,P,0.0015,102.03,8,8553.72,BTC-18OCT19-6500-P
2019-10-11,BTC,18OCT19,6500,P,0.0015,99.28,8,8261.87,BTC-18OCT19-6500-P
2019-10-12,BTC,18OCT19,6500,P,0.001,98.64,10,8322.06,BTC-18OCT19-6500-P
2019-10-13,BTC,18OCT19,6500,P,0.001,113.48,5,8297.06,BTC-18OCT19-6500-P
2019-10-14,BTC,18OCT19,6500,P,0.0005,115.21,7,8363.0,BTC-18OCT19-6500-P
2019-10-15,BTC,18OCT19,6500,P,0.001,139.99,3,8292.6,BTC-18OCT19-6500-P
2019-10-17,BTC,18OCT19,6500,P,0.0005,175.99,3,7971.22,BTC-18OCT19-6500-P
